Finix Merchant Number,DBA,Action,,
MUpPfvKns2rqmDGWzskLT1mU,"IZEA Worldwide, Inc.",Update non amex to 25 bps,,
MUpPp9enNvDrzMa6kLKEJKcq,QUALITY DENTAL CERAMICS LLC,Update non amex to 25 bps,,
MUppRNixZbCgqjCWHSMk8LN1,Odemz Plumbing,Update non amex to 25 bps,,
MUpQDyj2D7NHVBMtyXbBqdD9,"Make-A-Fort, LLC",Update non amex to 25 bps,,
MUpqzTM5FWyHb1JdETxBPv6j,SBT&T LLC,Update non amex to 25 bps,,
MUprBqXJrhzxVX1eiQG4LfDN,Northern Kentucky Center for Pain Relief,Update non amex to 25 bps,,
MUpRhfc67hhoj2RdfzeciWvv,Boskovic & Srbinovska DDS,Update non amex to 25 bps,,
MUpsChfSgpb9GjW6a7XYuuuN,Online Renewal Courses  L.L.C.,Update non amex to 25 bps,,
MUpsF73QRvbu61hJyUqbZDdg,Spiced LLC,Update non amex to 25 bps,,
MUpSZ7MDUbD37Dg92Kkubpq9,Pickens Country Florist,Update non amex to 25 bps,,
MUptJMiuexY26j9xWsyCY3eE,A&E Architects PC,Update non amex to 25 bps,,
MUpUHgjB6B3K4Lp4w6FSEN7u,Bar Antz LLC,Update non amex to 25 bps,,
MUpuoEE6GZnvqxgUL8L4N3au,La Porte Storage LLC,Update non amex to 25 bps,,
MUpVLFpc1tDUF4XysL59ECqE,"Fattmerchant, Inc.",Update non amex to 25 bps,,
MUpVRo9U4RYMiWXDxjpW28Rs,Long Haul Compliance LLC,Update non amex to 25 bps,,
MUpwCqtxgVYZswBYnWhSEhbh,"Greg K. Sasaki, DDS, Inc",Update non amex to 25 bps,,
MUpX5nBBaNWQJY8pGrcgVqbn,NIJ LLC,Update non amex to 25 bps,,
MUpXtDNXf7CgtweGP1LR59FT,"Michael Titze Company, Inc.",Update non amex to 25 bps,,
MUpY4V3MPzV3pcPyAL9zpcdn,Dundal Design and Construction LLC,Update non amex to 25 bps,,
MUpzdkaueK5zTvpbyCNXwRSs,Alpha Psychiatric Services,Update non amex to 25 bps,,
MUpzHWzbBiFgQxVCzv2AhmEw,NAMCO MANUFACTURING INC,Update non amex to 25 bps,,
MUpzytjWPS8kLy1pCtuiQq5n,Crew Only Corporation,Update non amex to 25 bps,,
MUq1agbZXQtiTDCgzjHV1BGp,DDTK INC,Update non amex to 25 bps,,
MUq1mdeVSeLEG8wY7sXD7fBG,Soma Med Spa and Wellness Clinic,Update non amex to 25 bps,,
MUq2UfgqveWLKAV5zV6g6FVA,Online Renewal Courses  L.L.C.,Update non amex to 25 bps,,
MUq6kFGB3T3a14rkSjLbphH4,"Dogwood Children's Center, LLC",Update non amex to 25 bps,,
MUq6YgrAd7rwgCBrQ8ixPMMb,"AIH Laboratory, Inc.",Update non amex to 25 bps,,
MUq734d2gWwKtH7dp9GDqERL,Terrence Kimper,Update non amex to 25 bps,,
MUq7BvXpz3pN1PCDJikstmzp,Hughes Entertainment Inc,Update non amex to 25 bps,,
MUq7EB3jCxBUooNTsqyUsJP4,Mombossco LLC,Update non amex to 25 bps,,
MUq8PRDWQ631YB1J9HwJ8BRn,Palmchat construction,Update non amex to 25 bps,,
MUq9GUpNCcML7uyyVCLxedjt,VSS Enterprises,Update non amex to 25 bps,,
MUqA5qtpfTLR74woBntbiVXT,Zone Furniture & More,Update non amex to 25 bps,,
MUqBnor2dkDeuZz76A4c6p8Y,"AARON'S GARAGE DOOR SERVICE, LLC",Update non amex to 25 bps,,
MUqbzyDaU81DKKmkk9nVJZaU,Best Face & Body Inc,Update non amex to 25 bps,,
MUqCs5YnuJ5JaL2suYDcgKsK,MONTANTE PLASTIC SURGERY AESTHETICS,Update non amex to 25 bps,,
MUqDdjuzNTxHAqo57tkDUMu5,"Serenity Veterinary Hospital, LLC",Update non amex to 25 bps,,
MUqEEqWPPSZULYuKkUaZ38Lr,Salas Plastic Surgery,Update non amex to 25 bps,,
MUqEnDdK7fLPjZ4PmnGTuSCh,Performance Horizon Inc,Update non amex to 25 bps,,
MUqfFXJa19VsyK4151gif2tn,Euro Refinish Inc,Update non amex to 25 bps,,
MUqgeHMVbcYJtKPD3XbckNPS,Wylds Storage LLC,Update non amex to 25 bps,,
MUqgKp26jLZ977x8H5CYs48j,Downtown House Cleaning LLC,Update non amex to 25 bps,,
MUqgZMrvRZ5QgpNGwhSV7uXu,LCK Enterprises LLC,Update non amex to 25 bps,,
MUqhtgVyGE9pfjoRt1DJinhK,Feis China House Inc,Update non amex to 25 bps,,
MUqhzLaXf7EcngwnsfbBbcLr,Brookside Dental Arts,Update non amex to 25 bps,,
MUqi2fpnTkjxBLRmNvLCpDD3,Stannah Stairlifts Incorporated,Update non amex to 25 bps,,
MUqircUZLwrH9btBradYKdXp,"C. Bernardi, Inc",Update non amex to 25 bps,,
MUqiZMFpTTEhtRfLSeCdiXNa,Illume Aesthetics,Update non amex to 25 bps,,
MUqJ7MSTxS5iSsM9WTYi3BE2,Absolute Insurance Of Palm Beach,Update non amex to 25 bps,,
MUqJJZu9vqbHfq1u75cRv6j3,ALL LLC,Update non amex to 25 bps,,
MUqJw9JTH8oj8AaemXxUsdkZ,"Charles H. Thorne, MD",Update non amex to 25 bps,,
MUqk9nco8pmau6qJVucE9rcT,HVAC DESIGN  CONTRACTING,Update non amex to 25 bps,,
MUqKaqH912uDfY83AbndvQBa,Komatsupart LLC,Update non amex to 25 bps,,
MUqkPmDziPQf1Qi6tUG3f34j,Park Avenue Physician PC,Update non amex to 25 bps,,
MUqL3cJMURNrmK3hZidU5kEs,Zoya Med Spa,Update non amex to 25 bps,,
MUqLqoM7VNfFjacjTeD5f4Ro,JAK Holdings Inc.,Update non amex to 25 bps,,
MUqM7aKxh8NQtZsV36nJfPgX,Affordable Self Storage LLC,Update non amex to 25 bps,,
MUqMEgEQZk18BdsVUDYwuHNQ,Williams Enterprises LLC,Update non amex to 25 bps,,
MUqnd9roSnexHv8ZvSNKSPkU,Lori Wilson,Update non amex to 25 bps,,
MUqnT2FB2qYdq577X7p7EwQp,Poornam Inc,Update non amex to 25 bps,,
MUqNYBiQpxRwszpYeVxyk2kH,Grant Street Partners LLC,Update non amex to 25 bps,,
MUqnZEUZoWnFrsseAeGeUxRs,Cimply Labor LLC,Update non amex to 25 bps,,
MUqoAuCgQLKMLiFS6gQVSBix,MedAdvantage LLC,Update non amex to 25 bps,,
MUqoGcBAm2MLaUeeeSiEsYxU,HealthPoint Neurodiagnostics,Update non amex to 25 bps,,
MUqoVEJRsmsp4Ze56Lz2pS2,Hamilton Lakes Dentistry,Update non amex to 25 bps,,
MUqpfRsT2rsXbUe77rmEX611,BC Hats Inc,Update non amex to 25 bps,,
MUqPrB4eTaG3aEdE7Q6qcJ,CANVAS BEAUTY BRANDS LLC,Update non amex to 25 bps,,
MUqQg2Km5fmK9T6x5QUNLxq8,Shwetambara Parakh,Update non amex to 25 bps,,
MUqqxySb4grLRGQY6PpsoTUY,DHS Holdings,Update non amex to 25 bps,,
MUqrgmHwFFTJSr59Disdjqwe,Miro International Preschool LLC,Update non amex to 25 bps,,
MUqRkNbnAxgLMY97qtbZTHwo,"C M Dunn, LLC",Update non amex to 25 bps,,
MUqRrndWVZbxPm81oLRs7EVY,James J Chao MD FACS PC,Update non amex to 25 bps,,
MUqRua579PqPyLC2hvSRo886,Kentucky Mountain Health,Update non amex to 25 bps,,
MUqscUtxyk2xYFgQPA7zcFCU,Tropare Inc,Update non amex to 25 bps,,
MUqscXpCkGGJVb88XE4VoYTf,Equity Marketing Solutions LLC,Update non amex to 25 bps,,
MUqsHofSUBF1qCVVUdNQRNAF,Dante E Gulino JR DDS MD PC,Update non amex to 25 bps,,
MUqSu9TzSsW7VDQRJLX6cuYV,"Sloane Carpets & Area Rugs, Inc.",Update non amex to 25 bps,,
MUqszxvFiP867nkdtkxB6ZMh,Access Complete Wellness LLC,Update non amex to 25 bps,,
MUqTXJrRDfrmXJ6hjcYnYjS5,328 Design Group LLC,Update non amex to 25 bps,,
MUquzVZnLqDfq1mK4t7rMEVK,Expert Plumbing Service Inc,Update non amex to 25 bps,,
MUqV4QxdeKAoSypeh18CWjx1,Davis B Nguyen MD,Update non amex to 25 bps,,
MUqV5dvXRpL2hhKt7ugae64k,Herb Yancer Performance Ent,Update non amex to 25 bps,,
MUqVhwnrjE1NjQRQc87uQ4oR,Simmons Service LLC,Update non amex to 25 bps,,
MUqWdcT46NimwHCkEqKM9V6D,ISLAND RESORT LLC,Update non amex to 25 bps,,
MUqwhAKsGnhMT1JtzrUyuweJ,OAHU SHOWER GLASS AND MIRROR COMPANY LLC,Update non amex to 25 bps,,
MUqWMPNiJduKFzJsybvpVBLb,Cleary Bikes LLC,Update non amex to 25 bps,,
MUqWVTpzYrxScZBC7bwWJCR9,"Modern Neuropathy Health Partners, Inc.",Update non amex to 25 bps,,
MUqx3yF4MKiDzUtCykuDeKPX,Everlasting Smiles LLC,Update non amex to 25 bps,,
MUqxfT8dnvLHbJ8XYBkvF1zs,on time steam cleaning inc,Update non amex to 25 bps,,
MUqXy11Q4T9qkq43FDtWBfQ1,RADDSports Pasco Wiregrass,Update non amex to 25 bps,,
MUqZGEMPDTqt2eeQ1CS3ehya,Young Kwon,Update non amex to 25 bps,,
MUqzsS9TVi5JU3EkutnA5DKH,Dr Thomas A Herberger INC,Update non amex to 25 bps,,
MUr15jSPntMNYPYvBTNjM4zC,Tea Street LLC,Update non amex to 25 bps,,
MUr1ChzjHpmLALnmPGxDdMsK,Project Planet,Update non amex to 25 bps,,
MUr29S1so6S4XyEmbFDu2PWx,LJK Holdings,Update non amex to 25 bps,,
MUr2vWjS4fbDWx1Ms8TFzQcw,Fnx Test Litle,Update non amex to 25 bps,,
MUr4ukrDP2kDPJfG3EXyZCDx,Mello Plumbing LLC,Update non amex to 25 bps,,
MUr4YhX361DPNspfbTHF7gA3,Yassine Matar,Update non amex to 25 bps,,
MUr7hop1YycXaQH1vaPwGAam,"PARADISE NEWS, LLC",Update non amex to 25 bps,,
MUr7yXQxvCoienUafhD1VU1Y,"Kyle P Duffy DMD, LLC",Update non amex to 25 bps,,
MUr8bbCBZzBrXrfpVV6HvU7k,"NTX Roof Tech, LLC",Update non amex to 25 bps,,
MUr9X1E1TNuk9LJemeFtRtJC,Coastal Blooms Florist LLC,Update non amex to 25 bps,,
MURatBEdYhzQypZckrsnAGF,Sarah Krause DMD LLC,Update non amex to 25 bps,,
MUrBLowrGG2ZES7xUiL2LSET,Latino Americano Dental,Update non amex to 25 bps,,
MUrdcNtKMPwuzvb1vjiGjvW3,Barlow Service Corporation,Update non amex to 25 bps,,
MUrdjdirHqRGqLUwf7eyuPjU,"Creative Village SHP Owner, LLC",Update non amex to 25 bps,,
MUrDuJhogEK9y3pZKUSQKDmY,"H2O Sports Life, LLC",Update non amex to 25 bps,,
MUrEmDUPjFcCdLV2axv5rESR,Key Self-Storage LLC,Update non amex to 25 bps,,
MUrEShuxjqB8NmtDs8vHjN6k,Drs Stadelmann & Gulino INC,Update non amex to 25 bps,,
MUrfAhpHE3qk69BxQr3Zwjj1,Institutes of Multidimensional Medicine,Update non amex to 25 bps,,
MUrFif6YYt6g9gt1E1nrZBag,Columbia Gorge Medical Center,Update non amex to 25 bps,,
MUrH8FRTHUTHpnj9UBjsTz6D,Onda LLC,Update non amex to 25 bps,,
MUrhfzFTepUWCxahzEYTmiek,Meezan LAK Inc,Update non amex to 25 bps,,
MUrHS66SKJcXjLAmayP9mtkW,CLEANING SERVICES NYC INC,Update non amex to 25 bps,,
MUrid133G5yzjJYvzZbQgZUf,Wyco Inc,Update non amex to 25 bps,,
MUrjUHtb5hBz89CzPJKPE3MH,JKBVT LLC,Update non amex to 25 bps,,
MUrjUVeNTE6N2H12uMopWvPE,Media Giant LLC,Update non amex to 25 bps,,
MUrkYSAbSd7FKUgrGpRTbnRk,Ocean Springs Pool Professionals,Update non amex to 25 bps,,
MUrLRe7DKWYdp55LSKjETZzu,Toledo Plywood Co Inc,Update non amex to 25 bps,,
MUrLWiP9dLyADDv1eHoHh6v6,Mulch and More Inc.,Update non amex to 25 bps,,
MUrmCejmBPP4hgpmuYUVg8sJ,KIMA INC,Update non amex to 25 bps,,
MUrMixF111SqQMv2KYYWjpmi,"BERLIN TRANSPORTATION, LLC",Update non amex to 25 bps,,
MUrMXyez8Z7oyeaoyzKdbvkM,American Auto Wrecking LLC,Update non amex to 25 bps,,
MUrmzD7Hr1y1S8Dxipvi7Kn1,Astrid Mendoza DO Inc,Update non amex to 25 bps,,
MUrNtRcpT5mdcc1JXzAnsmmq,LARJM LLC,Update non amex to 25 bps,,
MUroj6ZjRz4xaC27qFz1TNwG,"Oak Street Wholesale, Inc.",Update non amex to 25 bps,,
MUrqhwyt9RBYam8cfnu8YtBP,Southeastern Orchid Company,Update non amex to 25 bps,,
MUrQsmbsubmq6mXCdQUNtkLg,"Kuker-Ranken, Inc.",Update non amex to 25 bps,,
MUrQSywJdnss7j3L9Uv1LrgN,RobCo Industrial LLC,Update non amex to 25 bps,,
MUrSxjqXHEheEMf5LK3LqRn7,ROW1 Inc,Update non amex to 25 bps,,
MUrtC7skB3DPxDz62rc3YeYL,Southern Saw and Cutter Inc,Update non amex to 25 bps,,
MUrtgiK17p5WnBCqoAhzUzG3,David a pinsky dds pa,Update non amex to 25 bps,,
MUrtxSAceNJenaFTVgVTrHfK,"ILUMAFORMA, LLC",Update non amex to 25 bps,,
MUrumSGnJxWzmkJmMkhiHHvM,Promotional Marketing Online LLC,Update non amex to 25 bps,,
MUruPWPXFDM1BbNyUSUkJV5y,Cobbs Home Services LLC,Update non amex to 25 bps,,
MUrV5FcVXJtUm9grVwqUi2KE,Jeremy Thrasher,Update non amex to 25 bps,,
MUrVfv4grjNGmCikGxktKzy8,22 Spa MD,Update non amex to 25 bps,,
MUrVQHzibsba2JAjVj7eXv3o,Zen Windows Milwaukee LLC,Update non amex to 25 bps,,
MUrZqPHvjy8P6sWuGUuadtwC,Charlottesville Plastic Surgery PLLC,Update non amex to 25 bps,,
MUs1jmLX7GbiW63EfNCaDrBM,Alloy Corp,Update non amex to 25 bps,,
MUs2vwaMZ2H31ymk3TMYsPnh,"TCFA MANUFACTURING, INC",Update non amex to 25 bps,,
MUs31m5pFynzZ8sJd4hnUipA,HXGM Properties LLC,Update non amex to 25 bps,,
MUs4Bzx9FxTNs3tmThSF5VC,X Brand,Update non amex to 25 bps,,
MUs4x9K2aedmgZv2hZYnj4Wa,Tomfoolery Wood LLC,Update non amex to 25 bps,,
MUs7A6saHHfMo7vrgN6BuEqT,Comfortco Inc,Update non amex to 25 bps,,
MUs8RWWDjga8p9U8F7ei6nA3,Outdoor Playground LLC,Update non amex to 25 bps,,
MUs8XLURNCm5MVehqQJtKFzJ,Belfiore Wellness Center,Update non amex to 25 bps,,
MUsAsX4yC8pzsMfsyxxDucUg,BETTER BUILDING HARDWARE LLC,Update non amex to 25 bps,,
MUsb7jg8dKzcaAFpVrBqiYMS,ToPaz Aquatic LLC,Update non amex to 25 bps,,
MUSbgk5eMMrw9qZPK5qTR2a,adam schwartz,Update non amex to 25 bps,,
MUsCQKYMDtnZs2VjD9HzQDVA,ET Inc,Update non amex to 25 bps,,
MUsCufATsjveRUvkEJBTGgvi,Drama Llama LLC,Update non amex to 25 bps,,
MUsE1WAXrkADRMMUxnHBaobq,Kourosh Mehrabian and Associates D.D.S,Update non amex to 25 bps,,
MUsEWSHTwQPeEu9mLUwjZhCJ,Northern Jersey Tennis Academy,Update non amex to 25 bps,,
MUsFBzxG5ziyrsBR1t69qNwK,McMullen Water Systems Inc,Update non amex to 25 bps,,
MUsFnxLvuQFuYTWwMbdNwXRK,Insight Dentalogics Inc,Update non amex to 25 bps,,
MUsFP4PcwPs8JrMRMboyiZ2Q,Sexy Cakes LLC,Update non amex to 25 bps,,
MUsFYxaYnnQFrPErpogL3yXZ,Tech Hydraulics Inc.,Update non amex to 25 bps,,
MUsghcXyKkbnTBtUMk33jDyc,Credentia Services LLC,Update non amex to 25 bps,,
MUsgre4259x5baFmCnKG5Uc,Three Brothers Lawn Care,Update non amex to 25 bps,,
MUsJceBhSVyUwB62VQre6jXs,Clickafy Media Group LLC,Update non amex to 25 bps,,
MUsjJpv37JHidsDSKBdTg43y,Darya G Ghafourpour DDS Inc,Update non amex to 25 bps,,
MUsjTFJsTLmPTBFQg5bYF456,Mongkut Thai Restaurant,Update non amex to 25 bps,,
MUsk1cHUHk6i57EpL4Hg51cw,PUREHEALTH CLINICS PA LLC,Update non amex to 25 bps,,
MUsKiSm67io8eqkeKxEa7eyd,Clear Water Pools Texas Inc,Update non amex to 25 bps,,
MUsKsquf2pLwuckYSXgPJDte,Benjamin Transportation LLC,Update non amex to 25 bps,,
MUskx57Py34Nmah1tPhjvT1i,La Creme Hospitality Inc,Update non amex to 25 bps,,
MUsKZDHvcmRRNGj7FERwccJQ,MJ Freund Inc,Update non amex to 25 bps,,
MUsLBGuWSfxv7hvwZKykAfai,DM Conlon Inc,Update non amex to 25 bps,,
MUsM5nEgfiwrBCKzYn9WhBCv,Pioneer Water Service,Update non amex to 25 bps,,
MUsMF3G8CGN5jyukfcxVwVFV,Ilumaforma Patient Services,Update non amex to 25 bps,,
MUsNJvBgrrijmXbLuk37m6pv,NAMCO MANUFACTURING INC,Update non amex to 25 bps,,
MUsnm3UYRV4un7MVdT3vxSuo,RonJon Learning,Update non amex to 25 bps,,
MUsoCqPHF1QGuuquMVqvnWe5,Premier Interventional Pain Management,Update non amex to 25 bps,,
MUsoKqkoabXPSrxcLzcjcKAg,Stratus Information Systems,Update non amex to 25 bps,,
MUsopN8kLiMB7d5r5SoHdkSM,Sayegh & Associates LLC,Update non amex to 25 bps,,
MUsoZ9hrvafSuAsZ47iLpgz8,Barlow Service Corporation,Update non amex to 25 bps,,
MUsp3ycfMxSjuz3MZKTL3uJU,TECH BEAUTY VEGAS INC,Update non amex to 25 bps,,
MUsQr9Zv83VopPhc3LXk74u4,Covid Testing LLC,Update non amex to 25 bps,,
MUsrPFzxeBHX7VtacREhGgfS,SOS PEST CONTROL INC,Update non amex to 25 bps,,
MUsrYpF8LXQqzSjcu7MTUioN,US Window and Door Corp,Update non amex to 25 bps,,
MUsSFTMVTXWo1GZ16MgqN86j,Biderman Dental PC,Update non amex to 25 bps,,
MUstmzWnXDy27n2YXWZZuKMw,Tops auto supply Inc.,Update non amex to 25 bps,,
MUsTRCkXaxH3uEBb1XcpCeJE,Osteopathic Integrative Medicine,Update non amex to 25 bps,,
MUsTuma4iJxhK8h9Cvkk2vEf,Hamilton Dental PC,Update non amex to 25 bps,,
MUstWaUPFEfk5kotDjYAYgz6,Lone Star Refreshments LLC,Update non amex to 25 bps,,
MUsuGDA1PmZcBDgQCiotDdjL,Oasis Healthcare,Update non amex to 25 bps,,
MUsUVmFHzrEtJGFwgxVGhtth,Willow Bath and Vanity LLC,Update non amex to 25 bps,,
MUsw3tXEUqYvtQqmqbUDBJW8,Sumtek Usa LLC,Update non amex to 25 bps,,
MUswBvcrAKCH1HVjoK5rzKLF,Cape Ardor LLC,Update non amex to 25 bps,,
MUsWdv3Jjj5UEw2M73YBndFi,Kent Lysgaard DDS PC,Update non amex to 25 bps,,
MUswPpXkoV458ugxxzwjBJcX,MAJA Buffalo Grove LLC,Update non amex to 25 bps,,
MUsWvpgTSrRivBW6JD4jfGkq,Brothers Kwik Mart LLC,Update non amex to 25 bps,,
MUsXcrsaAnTmyVamT19VoRUg,"OneLife Health & Performance, LLC",Update non amex to 25 bps,,
MUsxerEnEBJbHunrYzAa2eC7,Buca Johns LLC,Update non amex to 25 bps,,
MUsXqtogZPmkeaWWHXPxZ293,,Update non amex to 25 bps,,
MUsyAPWpE8BaArZ3NbLrpbgT,Best Cabinet Doors LLC,Update non amex to 25 bps,,
MUsYbNs4YtC56J4yq59aXU64,Ye Rustic Inn,Update non amex to 25 bps,,
MUsyej5dKADFnD9SwE8Q7UNG,At Ease Operations Inc,Update non amex to 25 bps,,
MUsZRCm9GoKiSyzhRwuQEdx5,WDJ Jans Corporation,Update non amex to 25 bps,,
MUszyBf5EHpGiCE563e5UHAZ,"Hollins Organic Products, Inc",Update non amex to 25 bps,,
MUt13Cy1Ee7kAgbNM63iwH28,"Alabama Wholesale Brokers, INC.",Update non amex to 25 bps,,
MUt1DV5XqLwyHsggVrY8LSBR,Daniel Nagler DMD PA,Update non amex to 25 bps,,
MUt1Qyg1Aaay78C135UnCCH6,Ace Services WA LLC,Update non amex to 25 bps,,
MUt3YoycoVgYXx46RiSroaoq,Focused Psych and Mental Health Care,Update non amex to 25 bps,,
MUt6RdAu9RAEDLxZWbEA9tmk,"The Principle Gallery, Inc",Update non amex to 25 bps,,
MUt82i46qTucakwd7m7xDJEz,Interstate Wireless 1 LLC,Update non amex to 25 bps,,
MUt8Q4wtNPDcENFJQWxsAs8U,"Michael Titze Company, Inc.",Update non amex to 25 bps,,
MUtcgyR5RHKxAa7CxQAjVopS,VC METALS INC,Update non amex to 25 bps,,
MUtchBzj7sfn9ZpwEhtdnDyx,All American Animation LLC,Update non amex to 25 bps,,
MUtCJjPiToNNiu8TDqfKLSBe,Our Town Marietta Inc,Update non amex to 25 bps,,
MUtCQ56ffhqG6jZZhpsEZv21,Mike Buontempo LLC,Update non amex to 25 bps,,
MUtdAVQd5tiMgEtkuf3T4k6T,Forge and Fire Gaming,Update non amex to 25 bps,,
MUtfkhSu7vmMJ3Uh98YXCwk3,Karaya Consulting LLC,Update non amex to 25 bps,,
MUtfnY39ewuhVcvFhXoxbN96,Alan S Goldberg,Update non amex to 25 bps,,
MUtFpquEmoJTPHvT8bN6noay,Alexander Gekht DDS,Update non amex to 25 bps,,
MUtG6wxk9VyZpoP2WYT93VGT,Maia Plastic Surgery,Update non amex to 25 bps,,
MUtgC2TuRDftyYVY1My9eTA9,D & J Kennels LLC,Update non amex to 25 bps,,
MUtGTUKzNqy1h3EMKKDZ4msP,Omega Dental Care LLC,Update non amex to 25 bps,,
MUtgXpKYS3EwKApG8fkSWKcN,McGlynn Restoration LLC,Update non amex to 25 bps,,
MUtGzazrMCVaoBhikBtmGhNc,"Jim's Car Care, LLC",Update non amex to 25 bps,,
MUthK3iqkRQazpDNxYmGhRjt,Shay Selden PsyD MEd LLC,Update non amex to 25 bps,,
MUti6dNARUrTP2hPiAS6JuuL,Brainstorm Products LLC,Update non amex to 25 bps,,
MUtiZUP94rX2dnyNVEqJuRRN,Apollo Beach Gymnastics,Update non amex to 25 bps,,
MUtjjvTzDPawhS9ysG5WJFwu,Camas Mini Storage LLC,Update non amex to 25 bps,,
MUtjL7gnXFNJ2R8J6PoqVzuC,TAYLORS 24 HR WRECKER SERVICE LLC410,Update non amex to 25 bps,,
MUtjLvjHgTpUwVVTAYkcAHZD,Jack and Lynn Magic Nails LLC,Update non amex to 25 bps,,
MUtKJvKz4WU2AeBwHxV9ykW5,Brain Freeze & Beanery Co,Update non amex to 25 bps,,
MUtKycsZgaZAmx19Wud8vfWH,C.R. Smith Radiator & Auto Repair Inc,Update non amex to 25 bps,,
MUtLAdCrNUWfMQDu7ZK5raU6,Vacation Property Gnomes,Update non amex to 25 bps,,
MUtMGDkDawW9kVBojQ6rT2Ry,DDRS corporation,Update non amex to 25 bps,,
MUtMjqtvRcsyk2E2N1siKZbK,"Evolve MedSpa of Short Hills, LLC",Update non amex to 25 bps,,
MUtMkvyXhmynqnkLrUxU4LiQ,Phleetbo LLC,Update non amex to 25 bps,,
MUtmtDqEoUg53d6KCvWYvDUT,VANGUARD PLASTIC SURGERY PLLC,Update non amex to 25 bps,,
MUtnMhTNAinDzFdYv1uVehGF,Simply Smart Technology,Update non amex to 25 bps,,
MUtojmFQks9LdpM7orTkhPFB,Margil Family Chiropractic PC,Update non amex to 25 bps,,
MUtPARmAA55NrD1S32Lzki57,Mend VIP Inc,Update non amex to 25 bps,,
MUtQ8xgTVeULtukwYZMqQqUr,Ben Edwards PA,Update non amex to 25 bps,,
MUtQbAm4VyqndGVvDd4XYsZ4,Garage Systems Detroit LLC,Update non amex to 25 bps,,
MUtqDGmLTYsxCZWDbsSnV48J,The Refinery Medspa and Wellness LLC,Update non amex to 25 bps,,
MUtqs1e1jm2cdeivcfEyyUsC,Kids First Pediatrics of Stafford,Update non amex to 25 bps,,
MUtrkzzbojmDwzD5n6dajnAj,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUtrttCr1XHzmtFXq42bFVQZ,TWAcomm,Update non amex to 25 bps,,
MUtRysdn9WcCKKUyCdpBUBKr,Premier Interventional Pain Management,Update non amex to 25 bps,,
MUtsAYzRK41Pp26bsh33sG12,Correct Direct Marketing LLC,Update non amex to 25 bps,,
MUtsHt8YYzdw7jE5fdwex5ue,"360 Sports, Spine and Wellness, Inc.",Update non amex to 25 bps,,
MUtTfas9S4JvyNzx1dMi5nsU,"Remarc Vending, LLC",Update non amex to 25 bps,,
MUttq9C9NwWZXqPaLe9vkPeE,Quarry,Update non amex to 25 bps,,
MUtttN6bbGrjn4poq5amYRok,Distinctive Painting Company,Update non amex to 25 bps,,
MUtU6D9dSKjxZSSwg7F1AyjS,Willow Bath and Vanity LLC,Update non amex to 25 bps,,
MUtuqpVh6WGo5sqRYQUE3C1W,BuyGMM Inc,Update non amex to 25 bps,,
MUtvaTuBhD5hKcqRJywyK19p,Tower of Games LTD,Update non amex to 25 bps,,
MUtVFXvezPScppYhNNXWiJu2,Redstone Education,Update non amex to 25 bps,,
MUtXKiMqPv4VCJPqxngwP7Pp,Elevate Health LLC,Update non amex to 25 bps,,
MUtxmiutgEohtdAMj73Ueogv,Bradley Olson,Update non amex to 25 bps,,
MUtXtz9FJRbhPKxY8U5jvqv8,Engwall Enterprises LLC,Update non amex to 25 bps,,
MUtXwJv2by4otnwyme9iNd2q,Dynamic Difference Inc,Update non amex to 25 bps,,
MUtYAXo83CmNu8UHVu87TMtf,Allergy Asthma Treatment Center,Update non amex to 25 bps,,
MUtynvBvx5eVgjCCstXqCTH1,MOUNTAIN MEDICAL CARE,Update non amex to 25 bps,,
MUtYRzqjZBjxqqo5PWzg1AMH,"Bugwadia Enterprise, LLC",Update non amex to 25 bps,,
MUtZ4cuFfHZLsjUzmWWnZh9Z,"SunSaver, Inc.",Update non amex to 25 bps,,
MUtzV6o8dzQnCzWmxd1gd9wF,Denton Mini Storage LLC,Update non amex to 25 bps,,
MUtZybgEpHyqEzYTfedZnPyN,Stalvey Law Offices LLC,Update non amex to 25 bps,,
MUu1imqViqvHMQNvPL5z29sw,Absolute Private Duty Care LLC,Update non amex to 25 bps,,
MUu38pw3dQiU55MGzJM5m3az,Air Dynamics Heating and Cooling Inc,Update non amex to 25 bps,,
MUu4H7gYdnGJfkEbXAJB4vuC,Kali Martin,Update non amex to 25 bps,,
MUu4jp2kkqcWBNATzJbrc92g,GL Pools LLC,Update non amex to 25 bps,,
MUu7wR2BZfgVJSK9NR8q7HYs,Nathan Simarro DDS Dental Corp,Update non amex to 25 bps,,
MUu9Wp1Ee39kHncPxty2EXxY,Christopher Hyland Inc,Update non amex to 25 bps,,
MUuAf7ebNxXXsaJHfKJmY3U1,"McCarty Anesthesiology, LLC",Update non amex to 25 bps,,
MUuAJRWgUaN34yjU4LC2NyWo,Diamond Kitchen and Bath Inc,Update non amex to 25 bps,,
MUuAvZVD25UHntgyvaicbZDz,A Financial Choice Inc,Update non amex to 25 bps,,
MUub4rzUzgmwE6JeH3iJd9cD,Peak Image LLC,Update non amex to 25 bps,,
MUuBPMV5bpvwsLdDc6NdijNx,Bertram Storage LLC,Update non amex to 25 bps,,
MUuBUsKH951doq1e57xH5EoU,"Bascai, Inc.",Update non amex to 25 bps,,
